,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,0,0,5,5,5,5,5,5,2,
1,1,1,4,4,4,4,8,8,8,2,
2,0,0,4,4,4,4,4,4,4,2,
3,1,1,1,1,1,1,1,1,1,1,
4,0,0,0,5,5,5,5,5,5,2,
5,0,0,4,5,5,5,5,9,9,1,
6,1,1,1,1,1,1,8,8,8,1,
7,1,1,1,1,1,1,1,1,1,1,
8,0,3,3,4,4,7,7,7,7,3,
9,2,2,4,4,4,4,4,4,4,2,
10,1,1,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,1,1,
14,1,3,3,3,3,3,3,3,3,0,
15,1,3,3,3,3,3,3,3,3,0,
16,1,3,3,3,3,3,3,3,3,0,
17,1,3,3,3,3,3,3,3,3,0,
18,1,3,3,3,3,3,3,3,3,0,
19,1,3,3,3,3,3,3,3,3,0,
20,1,3,3,3,3,3,3,3,3,0,
21,1,0,2,5,5,0,8,8,8,1,
22,1,3,3,3,3,3,3,3,3,0,
23,1,3,1,1,1,1,1,1,1,1,
24,1,1,1,1,1,1,1,1,1,1,
25,2,2,2,2,6,6,6,6,6,3,
26,2,3,3,3,6,6,6,6,6,3,
27,1,1,1,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,1,1,1,
29,2,2,2,2,2,2,2,2,2,3,
30,0,0,4,4,4,4,4,4,4,2,
31,0,0,4,4,4,4,4,4,4,2,
32,0,0,4,4,4,4,4,4,10,2,
33,2,2,2,2,2,2,2,2,2,3,
34,0,0,4,4,4,4,4,4,4,2,
35,2,2,4,5,5,5,5,9,9,3,
36,0,3,4,4,4,7,7,7,7,3,
37,2,2,2,2,2,2,2,2,2,3,
38,2,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,2,3,
40,2,2,2,2,6,6,6,6,6,3,
41,2,2,2,2,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,3,
43,2,2,2,2,6,6,6,6,6,3,
44,2,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,2,3,
46,1,1,1,1,1,1,1,1,1,1,
47,0,0,4,5,2,2,2,9,9,3,
48,2,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,2,3,
50,2,1,1,1,1,1,1,1,1,1,
51,2,2,2,2,6,7,7,7,7,3,
52,1,1,4,5,5,5,5,9,9,1,
53,2,2,2,2,0,0,8,9,9,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1272063713534162,0.12533391634593732,0.12368246813564404,0.14281362083064084,0.12835872710776863,0.12746278675738498,0.12438039896523782,0.12342899965208043,0.11947618170321088,0.15415482170976716,
NMI,0.54847235671565997,0.62843713183813255,0.67124608882992742,0.71455680338075711,0.71825445886293704,0.74219571723586619,0.70263564393333122,0.73637997656984444,0.72762368894450513,1.0,
Silhoutte,0.15058971,0.14569371,0.16174955,0.18348536,0.17360627,0.20043889,0.20515649,0.22613054,0.20962904,0.16361292,